layer,component,rank,feature_index,total_pos_delta_energy,share_total_pos_delta_energy,token_topk_count,token_topk_frac,mean_before_energy,mean_after_energy,mean_energy_ratio,selected_tokens
6,block,7,436,19657092235264.0,0.0005443510391767797,242,0.1181640625,1086295936.0,10467445760.0,2.1418960673465958e+18,2048
6,block,8,548,18970824409088.0,0.0005253466717015981,221,0.10791015625,8454973952.0,17522372608.0,4.2370881792801505e+18,2048
6,block,9,15,18965139030016.0,0.000525189230205729,450,0.2197265625,2594081536.0,11712733184.0,1.0323967783095763e+19,2048
6,block,10,628,18735932899328.0,0.0005188419742671385,318,0.1552734375,28007100416.0,36473073664.0,4.914164066314697,2048
6,block,11,293,18419592200192.0,0.0005100817575347943,141,0.06884765625,3507843584.0,12290814976.0,438.79364013671875,2048
6,block,12,529,17755480784896.0,0.0004916909531005044,181,0.08837890625,3451470848.0,11858634752.0,1.0764800374498918e+17,2048
6,block,13,697,17467728461824.0,0.00048372241562735904,274,0.1337890625,2896200704.0,11237424128.0,7.787519939581051e+17,2048
6,block,14,590,17414777470976.0,0.00048225607836096314,260,0.126953125,2749634816.0,11119101952.0,2.9185279967279186e+18,2048
6,block,15,681,16596686864384.0,0.0004596012285739628,260,0.126953125,11537289216.0,18797942784.0,521.1549072265625,2048
6,block,16,214,15739765391360.0,0.00043587106091993457,224,0.109375,33150011392.0,37611622400.0,4.147200080052486e+18,2048
6,block,17,78,15492392681472.0,0.00042902072974786333,197,0.09619140625,4024174080.0,10957536256.0,567.64697265625,2048
6,block,18,506,15156318830592.0,0.00041971405570995657,183,0.08935546875,11657559040.0,17983346688.0,197.53379821777344,2048
6,block,19,239,14460403056640.0,0.0004004425139073143,60,0.029296875,1933093120.0,8913640448.0,6.635519688279327e+17,2048
6,block,20,648,14127416213504.0,0.0003912213263621849,97,0.04736328125,4018562560.0,9931107328.0,6.308639829143847e+18,2048
6,block,21,751,13353209561088.0,0.00036978172630657854,64,0.03125,1448641536.0,7757786624.0,4.936960040830501e+18,2048
6,block,22,271,13136018014208.0,0.0003637671824040758,95,0.04638671875,10989934592.0,14476332032.0,2.437632122186367e+18,2048
6,block,23,531,12841412198400.0,0.0003556088556249547,48,0.0234375,2430102272.0,8596866048.0,7.408767733187215e+18,2048
6,block,24,241,12394174611456.0,0.00034322379672111874,99,0.04833984375,2051698560.0,7777660416.0,4.626432118623306e+18,2048
6,block,25,555,12387940827136.0,0.0003430511685962678,83,0.04052734375,1900726400.0,7789933056.0,5.832000026674463e+17,2048
6,block,26,286,12347647197184.0,0.00034193534337277783,77,0.03759765625,6672237568.0,11185473536.0,7.009280111883059e+17,2048
6,block,27,101,12210187272192.0,0.0003381287552915396,174,0.0849609375,8066423808.0,12080658432.0,2344.784912109375,2048
6,block,28,273,11807271944192.0,0.00032697108380727043,51,0.02490234375,4365382144.0,9730532352.0,1.5068479753960817e+18,2048
6,block,29,382,11748534910976.0,0.0003253445174419801,64,0.03125,6406306304.0,11589673984.0,5.0508798221090816e+17,2048
6,block,30,123,11611755511808.0,0.00032155677471869444,162,0.0791015625,15136518144.0,17439422464.0,1.3520000420046438e+17,2048
6,block,31,9,11565682130944.0,0.0003202808946214991,63,0.03076171875,1492776320.0,6894508544.0,1.174739223787969e+19,2048
6,block,32,592,11453556850688.0,0.0003171758823391715,85,0.04150390625,2843472384.0,8171160064.0,2036.4661865234375,2048
